"en","zh"
"“My beloved angel, it seems like nonsense, does it not, to write to you when there is nothing to keep us apart, when a caress so often takes the place of words, and words too are caresses?","“我亲爱的天使，这样说简直是废话，没有什么能够使我们分离，我们的爱抚常常代替我们的语言，而此刻我给你写信难道不是太不合情理了吗？"
"Ah, well, no, love.","哦，好吧，不，亲爱的。"
"There are some things that a woman cannot say when she is face to face with the man she loves; at the bare thought of them her voice fails her, and the blood goes back to her heart; she has no strength, no intelligence left.","有些事情，一个女人当着她爱人的面是说不出口的；一想到这些事情，她就变得哑口无言，血液就会倒流回心脏；她没有了体力也没有了理智。"
"It hurts me to feel like this when you are near me, and it happens often.","当你在我身边时我感觉如此，而且时有发生，这令我痛苦难过。"
"I feel that my heart should be wholly sincere for you; that I should disguise no thought, however transient, in my heart; and I love the sweet carelessness, which suits me so well, too much to endure this embarrassment and constraint any longer.","我觉得我的心应该完全忠实于你；我不应对你掩饰任何想法，即便是在我心中转瞬即逝的思想；我喜爱这种美妙的无拘无束，这很适合我，我不愿意忍受困窘，变得不自由。"
"So I will tell you about my anguish—yes, it is anguish.","所以我告诉你我的痛苦——是的，痛苦。"
"Listen to me! do not begin with the little ‘Tut, tut, tut,’ that you use to silence me, an impertinence that I love, because anything from you pleases me.","听我说！不要用‘嘘，嘘，嘘，’这种无礼的语调来阻止我说下去，虽然我是爱听你这么说的，因为凡是你说的，无论什么我都喜欢。"
"Dear soul from heaven, wedded to mine, let me first tell you that you have effaced all memory of the pain that once was crushing the life out of me.","亲爱的我的天上佳人，让我先告诉你，过去的生活重压让我痛苦，是你将所有的这些痛苦记忆完全抹去了。"
"I did not know what love was before I knew you.","在我认识你之前，我并不知爱情究竟为何物。"
"Only the candor of your beautiful young life, only the purity of that great soul of yours, could satisfy the requirements of an exacting woman’s heart.","只有你青春靓丽的率真，由你伟大心灵的纯真，才能满足一位苛求少妇的心愿。"
"Dear love, how very often I have thrilled with joy to think that in these nine long, swift years, my jealousy has not been once awakened.","亲爱的，一想到九年来，这漫长而又短暂的九年里，我一次也未曾嫉妒过，我就高兴地发抖。"
"All the flowers of your soul have been mine, all your thoughts.","你把你所有的灵魂之花、所有的思想都给了我。"
"There has not been the faintest cloud in our heaven; we have not known what sacrifice is; we have always acted on the impulses of our hearts.","在我们的天空中不曾有丝毫阴云；我们从来不知道何为牺牲；我们总是按心灵的指示行事。"
"I have known happiness, infinite for a woman.","我也体验了对一个女人来说那最无边的幸福。"
"Will the tears that drench this sheet tell you all my gratitude?","我的泪水湿透了信纸，不知这是否能向你表达我的全部感激之情？"
"I could wish that I had knelt to write the words!—Well, out of this felicity has arisen torture more terrible than the pain of desertion.","我正想跪着写这封信！——这种幸福却令我感觉到比遗弃更可怕的痛苦。"
"Dear, there are very deep recesses in a woman’s heart; how deep in my own heart, I did not know myself until to-day, as I did not know the whole extent of love.","亲爱的，女人的心深不可测；直到今天我也不知道自己心的深度，就像我不知道爱的深度一样。"
"The greatest misery which could overwhelm us is a light burden compared with the mere thought of harm for him whom we love.","只要一想到我们所爱的人所遭受的不幸，我们所承受的最大不幸也就不知轻了多少倍。"
"And how if we cause the harm, is it not enough to make one die?...","要是这些伤害是我们造成的，那不是让我们痛不欲生了吗？"
"This is the thought that is weighing upon me.","这个想法一直压抑着我的思想。"
"But it brings in its train another thought that is heavier far, a thought that tarnishes the glory of love, and slays it, and turns it into a humiliation which sullies life as long as it lasts.","不过这个思想又带来了另一种更加沉重的思想，它会夺去爱情的光耀，扼杀爱情，将它变为耻辱，永远玷污人生。"
"You are thirty years old; I am forty.","你30岁了，而我40岁。"
"What dread this difference in age calls up in a woman who loves!","这样的念头难道不会使一位痴情女人千惶百恐吗！"
"It is possible that, first of all unconsciously, afterwards in earnest, you have felt the sacrifices that you have made by renouncing all in the world for me.","你为我做出了牺牲，抛弃了世间的一切，你起初可能会不自觉地，后来会认真地感觉到这些牺牲的。"
"Perhaps you have thought of your future from the social point of view, of the marriage which would, of course, increase your fortune, and give you avowed happiness and children who would inherit your wealth; perhaps you have thought of reappearing in the world, and filling your place there honorably.","也许你会考虑到你的社交前途、你将来可能的婚姻，当然是能够增加你财产的婚姻，允许你公开承认幸福和能够继承你财产的子女；也许你曾想过要再现于这个世界，从而体面地占据应有的位置。"
"And then, if so, you must have repressed those thoughts, and felt glad to sacrifice heiress and fortune and a fair future to me without my knowledge.","那么，你一定是压制住了这些思想，在我不知情的情况下，欣然牺牲了一个女继承人、一笔财产和一个美好的前途。"
"In your young man’s generosity, you must have resolved to be faithful to the vows which bind us each to each in the sight of God.","你拥有年轻人的慷慨，你决心信守誓言，尽管此誓言仅仅在上帝面前才具有约束力。"
"My past pain has risen up before your mind, and the misery from which you rescued me has been my protection.","过去的痛苦浮现在我的脑海中，你将我从不幸中挽救出的，而这份不幸却已然成了我的保护。"
"To owe your love to your pity!","你爱我完全是出于对我的怜悯！"
"The thought is even more painful to me than the fear of spoiling your life for you.","这个想法比害怕耽误了你一生的想法更让我疼痛难忍啊。"
"The man who can bring himself to stab his mistress is very charitable if he gives her her deathblow while she is happy and ignorant of evil, while illusions are in full blossom....","那些用匕首刺杀他们情妇的人是仁慈的，只要在他们给予致命一击时，情妇们是幸福的、无辜的，是充满幻想的……"
"Yes, death is preferable to the two thoughts which have secretly saddened the hours for several days.","是的，死亡比我这几天暗自悲痛地冒出的两个思想更为可取。"
"To-day, when you asked ‘What ails you?’ so tenderly, the sound of your voice made me shiver.","今天，当你问我‘你有什么心事吗？’你的声音如此温柔，让我不禁战栗。"
"I thought that, after your wont, you were reading my very soul, and I waited for your confidence to come, thinking that my presentiments had come true, and that I had guessed all that was going on in your mind.","我想，按照你的习惯，你定会看穿我的心思，我等待着你说出心里话，想象着我的预感马上变为现实，我以为我已经猜透了你心中的想法。"
"Then I began to think over certain little things that you always do for me, and I thought I could see in you the sort of affection by which a man betrays a consciousness that his loyalty is becoming a burden.","然后我开始想起某些你曾为我做过的点点滴滴，我认为我在你身上看到了一种爱，男人会因此感到忠诚正悄然变成一种负担。"
"And in that moment I paid very dear for my happiness.","那一刻，我觉得我为自己的幸福付出了太大的代价。"
"I felt that Nature always demands the price for the treasure called love.","我觉得大自然总是要为那份所谓爱的珍宝索要价钱。"
"Briefly, has not fate separated us?","一句话，命运不是已经将我们分离了吗？"
"Can you have said, ‘Sooner or later I must leave poor Claire; why not separate in time?’ ","你心里一定会想，‘我迟早会离开可怜的克莱尔；为什么不趁早离开呢？’"
"I read that thought in the depths of your eyes, and went away to cry by myself.","我从你的目光深处看到了这种思想，我离你而去，独自哭泣。"
"Hiding my tears from you!","不让你看到我流泪！"
"the first tears that I have shed for sorrow for these ten years; I am too proud to let you see them, but I did not reproach you in the least.","十年了，我第一次因为悲伤而哭泣；我太骄傲了不愿让你看到泪水，不过我可丝毫没有谴责你的意思。"
"“Yes, you are right.","“是的，你说的有道理。"
"I ought not to be so selfish as to bind your long and brilliant career to my so-soon out-worn life....","我不该如此自私，将你那悠长而光辉的一生和我这即将衰逝生命缠在一起……"
"And yet—how if I have been mistaken?","可是——如果是我错了呢？"
"How if I have taken your love melancholy for a deliberation?","如果我把你忧郁的爱当成是一种从容的思考了呢？"
"Oh, my love, do not leave me in suspense; punish this jealous wife of yours, but give her back the sense of her love and yours; the whole woman lies in that—that consciousness sanctifies everything.","哦，我的爱，不要让我心神不宁啦；惩罚你这嫉妒的妻子吧，可是你必须让她意识到她的爱和你的爱；女人的一切都在于此——这种感情使一切变得神圣起来。"
"“Since your mother came, since you paid a visit to Mlle.","“自从你母亲来后，自从你见到了德拉·罗迪埃小姐以后。"
"de Rodiere, I have been gnawed by doubts dishonoring to us both.","我就一直受到怀疑的折磨，这些怀疑让我丢尽了面子。"
"Make me suffer for this, but do not deceive me; I want to know everything that your mother said and that you think!","让我为此而受苦吧，不过，可不要欺骗我；我想知道你妈对你所说的一切以及你的想法。"
"If you have hesitated between some alternative and me, I give you back your liberty....","如果你在我和某些其他选择之间犹豫不决的话，我会给你自由……"
"I will not let you know what happens to me; I will not shed tears for you to see; only—I will not see you again....","我不会让你知道我的处境；我也不会让你看到我流泪；只不过——我不想再见到你了……"
"Ah! I cannot go on, my heart is breaking..................","啊！我写不下去了，我的心都碎了……"
"I have been sitting  benumbed and stupid for some moments.","我呆呆地僵坐在那里有一阵子。"
"Dear love, I do not find that any feeling of pride rises against you; you are so kind-hearted, so open; you would find it impossible to hurt me or to deceive me; and you will tell me the truth, however cruel it may be.","我的爱人，我找不到任何傲慢之心和你对抗；你是如此善良、坦诚；你是不可能伤害我或者欺骗我的；无论结果有多残酷，你都要告诉我事实的真相。"
"Do you wish me to encourage your confession?","你要我鼓励你说出实话吗？"
"Well, then, heart of mine, I shall find comfort in a woman’s thought.","那么，我的心肝，我会以妇人的思想来寻求慰藉。"
"Has not the youth of your being been mine, your sensitive, wholly gracious, beautiful, and delicate youth?","我不是曾经占有过你的青春吗？你那时机敏、优雅、漂亮而俊秀。"
"No woman shall find henceforth the Gaston whom I have known, nor the delicious happiness that he has given me....","没有哪个女人会再见到我所了解的加斯东，也不会有人能够享受得到他曾带给我的甜蜜幸福。"
"No; you will never love again as you have loved, as you love me now; no, I shall never have a rival, it is impossible.","不，你不会像曾经爱我那样，像现在爱我那样地去爱别人；不，我是绝不会有对手的，这是不可能的。"
"There will be no bitterness in my memories of our love, and I shall think of nothing else.","想到我们的爱，回忆中便不再有痛苦，我也不会再想什么其他的。"
"It is out of your power to enchant any woman henceforth by the childish provocations, the charming ways of a young heart, the soul’s winning charm, the body’s grace, the swift communion of rapture, the whole divine cortege of young love, in fine.","你再也不能用孩子般的撒娇，年轻心灵的迷人魅力，灵魂的内在风情，身体的优雅体态，以及对狂喜的迅速感悟，总之，一个年轻恋人所具备的一切可爱优点，去迷惑别的女人了。"
"“Oh, you are a man now, you will obey your destiny, weighing and considering all things.","“哦，你已经是成人了，你会遵从命运的安排，权衡考虑一切事物。"
"You will have cares, and anxieties, and ambitions, and concerns that will rob her of the unchanging smile that made your lips fair for me.","你会担心、忧虑、野心勃勃、前思后想。这一切会夺去她不变的微笑，而对我而言，这微笑会使你的嘴唇更具美感。"
"The tones that were always so sweet for me will be troubled at times; and your eyes that lighted up with radiance from heaven at the sight of me, will often be lustreless for her.","对我而言，总是那么温柔的语调有时也会变得悲伤；你看到我时的眼睛总是闪烁着天籁之光，对着她可能会经常变得黯然失色。"
"And besides, as it is impossible to love you as I love you, you will never care for that woman as you have cared for me.","还有，那个女人永远不可能像我那样地爱你，你也从来不会像喜欢我一样地去喜欢那个女人。"
"She will never keep a constant watch over herself as I have done; she will never study your happiness at every moment with an intuition which has never failed me.","她不会像我一样总是留心自己的装扮；她也绝不会思考你的幸福，而在这方面我的直觉是绝不会辜负你的。"
"Ah, yes, the man, the heart and soul, which I shall have known will exist no longer.","哦，是的，那个人，他的心灵和灵魂，那个我所熟悉的人，已经不复存在了。"
"I shall bury him deep in my memory, that I may have the joy of him still; I shall live happy in that fair past life of ours, a life hidden from all but our inmost selves.","我将把这一切都埋在记忆的深处，不过我依然会体验到他的快乐；我将幸福地生活在过去的美好时光里，这些日子隐藏在我们的内心深处，没有人知晓。"
"“Dear treasure of mine, if all the while no least thought of liberty has risen in your mind, if my love is no burden on you, if my fears are chimerical, if I am still your Eve—the one woman in the world for you—come to me as soon as you have read this letter, come quickly!","“我亲爱的宝贝，也许你从来没有想过要享受自由，也许爱情对你并非负担，如果我的恐惧只是空想，如果我依然是你的夏娃——对你而言这个世界唯一的女人——那你读完这封信后来到我身边吧，快快来吧！"
"Ah, in one moment I will love you more than I have ever loved you, I think, in these nine years.","啊，这一刻，我想，在这九年里，我比任何时候都更爱你。"
"After enduring the needless torture of these doubts of which I am accusing myself, every added day of love, yes, every single day, will be a whole lifetime of bliss.","我责难自己提出过种种怀疑，忍受了由此产生的无谓痛苦之后，我们的爱情每过一天，是的，只要一天，就等同于幸福的一辈子。"
"So speak, and speak openly; do not deceive me, it would be a crime.","因此说吧，坦率地说吧；不要骗我，那将是一桩罪。"
"Tell me, do you wish for your liberty?","告诉我，你希望我给你自由吗？"
"Have you thought of all that a man’s life means?","你想过真正男人生活的意义吗？"
"Is there any regret in your mind?","你后悔过吗？"
"That I should cause you a regret!","要是我让你后悔过！"
"I should die of it.","我宁愿去死！"
"I have said it: I love you enough to set your happiness above mine, your life before my own.","我曾经说过：我深爱着你，我把你的幸福置于我的幸福之上，把你的生命看得比我的生命更重要。"
"Leave on one side, if you can, the wealth of memories of our nine years’ happiness, that they may not influence your decision, but speak!","如果能的话，把我们九年的幸福时光暂搁一旁，不要让它影响了你的决定，尽管说吧！"
"I submit myself to you as to God, the one Consoler who remains if you forsake me.”","我会像顺从上帝般地顺从你，如果你抛弃了我，那么就只剩下上帝是我唯一的安慰者了。”"
"When Mme. de Beauseant knew that her letter was in M. de Nueil’s hands, she sank in such utter prostration, the over-pressure of many thoughts so numbed her faculties, that she seemed almost drowsy.","德鲍赛昂夫人得知这封信已到达德纽埃尔先生的手中之后，便全身瘫软，精疲力竭，思绪纷乱，如千斤重压使自己失去知觉，看上去昏昏欲睡。"
"At any rate, she was suffering from a pain not always proportioned in its intensity to a woman’s strength; pain which women alone know.","毕竟，她所承受的痛苦，其强烈程度超过了一般妇女所能忍受的限度；此种痛苦只有女人才能感受得到。"
"And while the unhappy Marquise awaited her doom, M. de Nueil, reading her letter, felt that he was “in a very difficult position,” to use the expression that young men apply to a crisis of this kind.","当可怜的侯爵夫人等待着自己的宿命决定时，德纽埃尔先生此刻正读着她的信，用年轻人碰到此类变故时常使用的字眼来说，他的“处境相当尴尬”。"
"By this time he had all but yielded to his mother’s importunities and to the attractions of Mlle. de la Rodiere, a somewhat insignificant, pink-and-white young person, as straight as a poplar.","此刻她已经完全屈服于妈妈的强压和德拉·罗迪埃小姐的吸引力了，这位年轻的小姐平平庸庸，皮肤白里透红，身体如白杨树般僵直。"
"It is true that, in accordance with the rules laid down for marriageable young ladies, she scarcely opened her mouth, but her rent-roll of forty thousand livres spoke quite sufficiently for her.","确实，按照待嫁妇女需遵循的标准而言，她几乎相当于是半个哑巴，不过她每年四万里弗赫的地租已经足以为她说话了。"
"Mme. de Nueil, with a mother’s sincere affection, tried to entangle her son in virtuous courses.","德纽埃尔夫人用妈妈的真挚情感，试图将她的儿子拉回到道德的正路上来。"
"She called his attention to the fact that it was a flattering distinction to be preferred by Mlle. de la Rodiere, who had refused so many great matches; it was quite time, she urged, that he should think of his future, such a good opportunity might not repeat itself, some day he would have eighty thousand livres of income from land; money made everything bearable; if Mme. de Beauseant loved him for his own sake, she ought to be the first to urge him to marry.","她向他指出，能被德拉·罗迪埃小姐选中实在是令人高兴，她可是曾经拒绝过很多的求婚者啊；这正是他要考虑自己前途的时机，她也强烈催促此事，这种时机不可多得，将来总有一天他会拥有八万里弗赫的年息；钱可以安慰一切；如果德·鲍赛昂夫人真心爱他的话，应该第一个敦促他结婚的。"
"In short, the well-intentioned mother forgot no arguments which the feminine intellect can bring to bear upon the masculine mind, and by these means she had brought her son into a wavering condition.","总之，这位善良的母亲没有忘记运用女人能够影响男人理智的所有手段，通过这些方法，她将儿子带入了左右摇摆的境地之中。"
"Mme. de Beauseant’s letter arrived just as Gaston’s love of her was holding out against the temptations of a settled life conformable to received ideas.","德鲍赛昂夫人的信到达的时候，加斯东的爱情正按照世俗的观念与种种诱惑进行着激烈的斗争。"
"That letter decided the day.","这封信决定了斗争的胜负。"
"He made up his mind to break off with the Marquise and to marry.","他决心离开侯爵夫人，跟别人结婚。"
"“One must live a man’s life,” said he to himself.","“人要活得堂堂正正。”他对自己说道。"
"Then followed some inkling of the pain that this decision would give to Mme. de Beauseant.","然后他思忖着他的决定可能会给德鲍赛昂夫人带来什么样的痛苦。"
"The man’s vanity and the lover’s conscience further exaggerated this pain, and a sincere pity for her seized upon him.","男人的虚荣心以及情人的良心将这种痛苦进一步加重，对她的恻隐之心阵阵涌上心头。"
"All at once the immensity of the misery became apparent to him, and he thought it necessary and charitable to deaden the deadly blow.","突然间他感到一种巨大的不幸，他觉得减轻这致命的一击是有必要而且仁慈的举动。"
"He hoped to bring Mme. de Beauseant to a calm frame of mind by gradually reconciling her to the idea of separation; while Mlle. de la Rodiere, always like a shadowy third between them, should be sacrificed to her at first, only to be imposed upon her later.","他想通过使她逐渐习惯分手的念头的方法，希望能够引导德鲍赛昂夫人保持冷静；而且德拉·罗迪埃小姐总是如影子一般地出现在他们中间，开始先牺牲这位小姐，然后再设法让人逼他娶她。"
"His marriage should take place later, in obedience to Mme. de Beauseant’s expressed wish.","他应该随后结婚，这也是顺从了德鲍赛昂夫人的心愿。"
"He went so far as to enlist the Marquise’s nobleness and pride and all the great qualities of her nature to help him to succeed in this compassionate design.","他尽数侯爵夫人的高贵、自尊以及她性格中所有重要的品质，以保证这桩极富同情心的计划得以成功。"
"He would write a letter at once to allay her suspicions.","他便立刻写了一封信来消除她的怀疑。"
"@A letter!@","一封信！"
"For a woman with the most exquisite feminine perception, as well as the intuition of passionate love, a letter in itself was a sentence of death.","对于一个具有最细腻感觉和拥有最热烈爱情直觉的女人而言，信本身就是死亡的判决书。"
"So when Jacques came and brought Mme. de Beauseant a sheet of paper folded in a triangle, she trembled, poor woman, like a snared swallow.","因此当雅克走进来，递给德鲍赛昂夫人一封折成三角的信纸时，她浑身颤抖，像一只被捕的燕子，可怜的女人。"
"A mysterious sensation of physical cold spread from head to foot, wrapping her about in an icy winding sheet.","一股莫名的寒气从头落到脚，如同将她包裹在冰凉的裹尸布里。"
"If he did not rush to her feet, if he did not come to her in tears, and pale, and like a lover, she knew that all was lost.","如果他没有跑过来时跪倒在她的膝下，没有跑过来时像情人一样泪流满面、脸色苍白的话，她就知道大势已去了。"
"And yet, so many hopes are there in the heart of a woman who loves, that she is only slain by stab after stab, and loves on till the last drop of life-blood drains away.","然而，痴情的女人心中总是充满着无数的希望，要拿匕首刺无数次才能将它杀死，不到为爱流尽最后一滴血决不会罢休。"
"“Does madame need anything?” Jacques asked gently, as he went away.","“夫人还需要些什么吗？”雅克离开时轻声地问道。"
"“No,” she said.","“不用了。”她回答。"
"“Poor fellow!” she thought, brushing a tear from her eyes, “he guesses my feelings, servant though he is!”","“可怜的人啊！”她拭去眼角的泪滴想着，“虽是仆人，却也已猜透了我的心思！”"
"She read: “My beloved, you are inventing idle terrors for yourself...” ","她读到：“亲爱的，你真是在自己吓唬自己啊……”"
"The Marquise gazed at the words, and a thick mist spread before her eyes.","子爵夫人盯着这几个字，一层浓雾遮盖住她的双眼。"
"A voice in her heart cried, “He lies!”","在她的心中有一种声音在哭喊：“他撒谎！”"
"—Then she glanced down the page with the clairvoyant eagerness of passion, and read these words at the foot, “Nothing has been decided as yet...” ","——然后她怀着明察秋毫、心急火燎的心情迅速地浏览完信，在这页的下边写着这样一些话，“一切都还没有确定……”"
"Turning to the other side with convulsive quickness, she saw the mind of the writer distinctly through the intricacies of the wording; this was no spontaneous outburst of love.","她抽搐似的迅速翻过一页，从这些错综复杂的措词当中清楚地看出了作者的思想，这再也没有自然迸发的爱情可言了。"
"She crushed it in her fingers, twisted it, tore it with her teeth, flung it in the fire, and cried aloud, “Ah! base that he is!","她用手将信压皱，把它揉成一团，再用牙将其撕碎，投入火中，便号啕大哭起来：“啊！他好卑鄙！"
"I was his, and he had ceased to love me!”","他已不再爱我了，却还想占有我！”"
"She sank half dead upon the couch.","她半死不活地倾倒在长榻上。"
"M. de Nueil went out as soon as he had written his letter.","德纽埃尔先生一写完信后便外出了。"
"When he came back, Jacques met him on the threshold with a note.","当他回来时，雅克手拿一封信站在门口。"
"“Madame la Marquise has left the chateau,” said the man.","“侯爵夫人已经离开了城堡。”他说。"
"M. de Nueil, in amazement, broke the seal and read:—","德纽埃尔先生，很是惊讶，他打开信封读道："
"“MADAME,—If I could cease to love you, to take the chances of becoming an ordinary man which you hold out to me, you must admit that I should thoroughly deserve my fate.","“夫人，——如果我能够停止爱你，像你说得成为一个普通人的话，那么你一定会承认，我就活该倒霉了。"
"No, I shall not do as you bid me; the oath of fidelity which I swear to you shall only be absolved by death.","不，我不会听从你的命令，我会坚持我的忠诚誓言直到死亡。"
"Ah! take my life, unless indeed you do not fear to carry a remorse all through your own...”","啊，把我的命带走吧，除非你不怕在你的生命中徒增责备……”"
"It was his own letter, written to the Marquise as she set out for Geneva nine years before.","这是九年前伯爵夫人动身去日内瓦时他写给她的信。"
"At the foot of it Claire de Bourgogne had written, “Monsieur, you are free.”","在信的下面，克莱尔·德勃艮第写着：“先生，你自由了。”"
"M. de Nueil went to his mother at Manerville.","德纽埃尔先生回到在玛奈维尔的母亲那里。"
"In less than three weeks he married Mlle. Stephanie de la Rodiere.","三个星期不到，他就娶了斯泰法妮德·拉·罗迪埃小姐。"
"If this commonplace story of real life ended here, it would be to some extent a sort of mystification.","如果这真实而又平凡的故事就此结束的话，那么这在一定程度上会给人一种让摸不着头脑的感觉。"
"The first man you meet can tell you a better.","谁也没有比这更有意思的故事可讲了。"
"But the widespread fame of the catastrophe (for, unhappily, this is a true tale), and all the memories which it may arouse in those who have known the divine delights of infinite passion, and lost them by their own deed, or through the cruelty of fate,—these things may perhaps shelter the story from criticism.","不过这个不幸的故事却广为人知（因为，不幸的是，这是个真实的故事），还有，有些人体验过无上爱情非凡快乐的滋味，却又亲手毁灭了这幸福，或者这幸福被残酷的命运破坏了，头脑中产生出无数的回忆，——这些也许都可以使这片故事免受批评。"
"Mme. la Marquise de Beauseant never left Valleroy after her parting from M. de Nueil.","德鲍·赛昂侯爵夫人和德纽埃尔先生分离之后，她根本就没有离开过瓦勒卢阿古堡。"
"After his marriage she still continued to live there, for some inscrutable woman’s reason; any woman is at liberty to assign the one which most appeals to her.","由于种种只能埋藏在女人心中的难以预测的原因，任何一个女人都能想出专属于她们自己的理由，在他结婚之后，伯爵夫人依然继续住在那里。"
"Claire de Bourgogne lived in such complete retirement that none of the servants, save Jacques and her own woman, ever saw their mistress.","克莱尔·德勃艮第过着完全秘密的隐居生活，除了雅克之外，其他任何仆人和贴身女仆都不曾见过她。"
"She required absolute silence all about her, and only left her room to go to the chapel on the Valleroy estate, whither a neighboring priest came to say mass every morning.","她自己需要绝对的安静，除了到瓦勒卢阿的小教堂里去，她闭门不出，只有附近的一位牧师每天清晨来这里为她做弥撒。"
"The Comte de Nueil sank a few days after his marriage into something like conjugal apathy, which might be interpreted to mean happiness or unhappiness equally easily.","结婚之后没几天，德纽埃尔伯爵便陷入了夫妻关系平和的状态之中，这可以解释为幸福，也可以解释为不幸福。"
"“My son is perfectly happy,” his mother said everywhere.","她妈妈无论到哪里都会说：“我儿子相当幸福。”"
"Mme. Gaston de Nueil, like a great many young women, was a rather colorless character, sweet and passive.","加斯东·德纽埃尔夫人，跟许多别的少妇一样，性格有些无趣，温柔和顺从。"
"A month after her marriage she had expectations of becoming a mother.","婚后一个月，她就当妈妈了。"
"All this was quite in accordance with ordinary views.","这一切非常地切合固有的观念。"
"M. de Nueil was very nice to her; but two months after his separation from the Marquise, he grew notably thoughtful and abstracted.","德纽埃尔先生对她非常好；不过和伯爵夫人分手后两个月的时间里，他变得忧心忡忡，心不在焉。"
"But then he always had been serious, his mother said.","可是，他妈妈说，他儿子向来都是不苟言笑的。"
"After seven months of this tepid happiness, a little thing occurred, one of those seemingly small matters which imply such great development of thought and such widespread trouble of the soul, that only the bare fact can be recorded; the interpretation of it must be left to the fancy of each individual mind.","经历了七个月不温不火的幸福生活之后，发生了一件看似无足轻重的小事，然而这种小事却暗示着思想的大发展以及心灵的大烦恼，不能简单地加以叙述；要想解释得清楚就只好任凭人们去随意猜测了。"
"One day, when M. de Nueil had been shooting over the lands of Manerville and Valleroy, he crossed Mme. de Beauseant’s park on his way home, summoned Jacques, and when the man came, asked him, “Whether the Marquise was as fond of game as ever?”","一天，德纽埃尔先生在玛奈维尔和瓦勒卢阿的田野中打猎，回家时穿过德鲍赛昂夫人的花园，他招来雅克，雅克走了过来，便问他，“是不是伯爵夫人还一直喜欢吃野味呢？”"
"Jacques answering in the affirmative, Gaston offered him a good round sum (accompanied by plenty of specious reasoning) for a very little service.","雅克做出肯定的回答，加斯东给了他一大笔钱（外加一大堆似是而非的理由）作为小费，让他帮个小忙。"
"Would he set aside for the Marquise the game that the Count would bring?","他可否把伯爵带来的野味留给侯爵夫人？"
"It seemed to Jacques to be a matter of no great importance whether the partridge on which his mistress dined had been shot by her keeper or by M. de Nueil, especially since the latter particularly wished that the Marquise should know nothing about it.","雅克觉得这女主人吃的山鹑是由她的猎人打的还是由德纽埃尔先生打的并没有多大关系，因为后者特别不希望伯爵夫人知道这些野味的来历。"
"“It was killed on her land,” said the Count, and for some days Jacques lent himself to the harmless deceit.","“这是在她的田里打的。”伯爵说道，而且一连好几天，雅克都参与了这个并无恶意的骗局当中。"
"Day after day M. de Nueil went shooting, and came back at dinner-time with an empty bag.","德纽埃尔先生日复一日地出门打猎，晚饭归来时从来都是两手空空。"
"A whole week went by in this way.","整个星期都是这样度过的。"
"Gaston grew bold enough to write a long letter to the Marquise, and had it conveyed to her.","加斯东胆子大了起来，给侯爵夫人写了一封长信，并设法将信送到她手中。"
"It was returned to him unopened.","信没有打开就退了回来。"
"The Marquise’s servant brought it back about nightfall.","侯爵夫人的仆人给他送回信的时候夜幕已经降临。"
"The Count, sitting in the drawing-room listening, while his wife at the piano mangled a Caprice of Herold’s, suddenly sprang up and rushed out to the Marquise, as if he were flying to an assignation.","伯爵坐在客厅里，听着妻子在钢琴旁刺耳地弹奏着埃拉尔德的随想曲，突然他站起身，向侯爵夫人家急奔过去，就像飞着去赴约一样。"
"He dashed through a well-known gap into the park, and went slowly along the avenues, stopping now and again for a little to still the loud beating of his heart.","他从一处熟悉的缺口跳进花园里，然后沿着径道慢慢地前行，时不时地停下来一小会儿，似乎要压抑一下怦怦的心跳声。"
"Smothered sounds as he came nearer the chateau told him that the servants must be at supper, and he went straight to Mme. de Beauseant’s room.","当他走进古堡时，听了一下周围的声响，断定仆人们在准备晚餐，于是便径直朝德鲍赛昂夫人的房间走了过去。"
"Mme. de Beauseant never left her bedroom.","德鲍赛昂夫人从不离开她的卧室。"
"M. de Nueil could gain the doorway without making the slightest sound.","德纽埃尔先生悄无声息地挨到卧室门口。"
"There, by the light of two wax candles, he saw the thin, white Marquise in a great armchair; her head was bowed, her hands hung listlessly, her eyes gazing fixedly at some object which she did not seem to see.","在那里，透过两只蜡烛的微光，他看到瘦弱苍白的侯爵夫人坐在一张大扶手椅上；她低着头，无精打采地垂下双手，眼睛直勾勾地盯着一件她似乎并看不到的物体。"
"Her whole attitude spoke of hopeless pain.","她的整个姿态表明了她绝望般的痛苦。"
"There was a vague something like hope in her bearing, but it was impossible to say whither Claire de Bourgogne was looking—forwards to the tomb or backwards into the past.","在这样的姿态里，好似有一种如希望般渺茫的事物，谁都不知道克莱尔·德勃艮第是在向着坟墓凝视呢，还是在向过去凝视。"
"Perhaps M. de Nueil’s tears glittered in the deep shadows; perhaps his breathing sounded faintly; perhaps unconsciously he trembled, or again it may have been impossible that he should stand there, his presence unfelt by that quick sense which grows to be an instinct, the glory, the delight, the proof of perfect love.","也许是因为德纽埃尔先生的眼泪在黑暗中闪烁；也许是因为他呼吸出微弱的声响；也许是因为他不自觉地颤抖，或者他站在那里是不可能感觉不到的现象，这种现象已成长为一种本能，光荣，喜悦和真爱的证明。"
"However it was, Mme. de Beauseant slowly turned her face towards the doorway, and beheld her lover of bygone days.","不管怎样，德鲍赛昂夫人慢慢地朝门口转过头来，看到了她往日的情人。"
"Then Gaston de Nueil came forward a few paces.","然后加斯东·德纽埃尔先前走了几步。"
