"作者：弗吉尼亚·伍尔夫","by Virginia Woolf "
"“但噪音太大！”“噪音！”","“But the noise!” she said.“The noise!”"
"“一个成功的宴会的标志。”教授彬彬有礼地颔首，优雅地离去了。","“The sign of a successful party.”Nodding urbanely, the Professor stepped delicately off."
"“他了解整个世上有关弥尔顿的一切。”克拉丽莎说道。","“He knows everything in the whole world about Milton,” said Clarissa."
"“真的吗？”赫顿说道，他会在整个汉普斯特德模仿这位教授、专长弥尔顿的教授、崇尚温和节制的教授、优雅离去的教授。","“Does he indeed?” said Hutton, who would imitate the Professor throughout Hampstead; the Professor on Milton; the Professor on moderation; the Professor stepping delicately off."
"但她一定要跟那两个人谈一谈了，克拉丽莎说道，就是盖顿勋爵与南希·布洛。","But she must speak to that couple, said Clarissa, Lord Gayton and Nancy Blow."
"并非是他俩明显地增大了宴会的噪音。他俩并不交谈（明显地），只是肩并肩站在黄色窗帘边。他俩一会儿就要去其他地方了，一同去。他俩在任何情况下都未曾有过过多言语。他俩对视着，如此而已。那便足矣。他俩看起来是如此干净、如此健康。她敷上脂粉的脸如杏花般娇艳，而他擦洗一新，有鸟一般锐利的目光，因此他不会错过任何球，也不会有任何一击能令他吃惊。他击球、跳起，百发百中，处于良好的竞技状态。小马的嘴在他缰绳下瑟瑟发抖。他有自己的荣誉，有祖先的纪念碑，旗帜悬挂在老家的教堂里。他有自己的职责，有自家的佃户，家有母亲及姊妹。全天都在洛兹板球场，达洛维夫人走过来时，他们正在谈论这些——板球、堂表亲、电影。盖顿勋爵非常喜欢她。布洛小姐也是如此。她是如此风度翩翩。","Not that THEY added perceptibly to the noise of the party.They were not talking (perceptibly) as they stood side by side by the yellow curtains.They would soon be off elsewhere, together; and never had very much to say in any circumstances.They looked; that was all.That was enough.They looked so clean, so sound, she with an apricot bloom of powder and paint, but he scrubbed, rinsed, with the eyes of a bird, so that no ball could pass him or stroke surprise him.He struck, he leapt, accurately, on the spot.Ponies’ mouths quivered at the end of his reins.He had his honours, ancestral monuments, banners hanging in the church at home.He had his duties; his tenants; a mother and sisters; had been all day at Lords, and that was what they were talking about—cricket, cousins, the movies—when Mrs. Dalloway came up.Lord Gayton liked her most awfully.So did Miss Blow.She had such charming manners."
"“太妙了——你们的光临太美妙了！”达洛维夫人说道。她爱勋爵们。她爱年轻人，而南希呢，身穿巴黎最杰出的设计师设计的、价格不菲的礼服站在那边，好像她的身体只是自然地生出了绿色褶边一样。","“It is angelic—it is delicious of you to have come!” she said.She loved Lords; she loved youth, and Nancy, dressed at enormous expense by the greatest artists in Paris, stood there looking as if her body had merely put forth, of its own accord, a green frill."
"“我本想举行舞会的。”克拉丽莎说道。","“I had meant to have dancing,” said Clarissa."
"因为年轻人不会聊天。而且他们为什么应该会呢？喊叫，拥抱，旋转，拂晓便起床，把糖喂给马吃，亲吻及抚摸可爱的中国狗的鼻子，接着怀着兴奋和激动，投身入水游起来。英语语言的巨大资源及其赋予的能力终究是交流情感（他与彼得像他们一般年轻时一整夜都会争辩）。这一点却没有被他们所领略。他们在年轻时就凝固成了现在的样子。年轻人会对庄园的人极其友好，可是独处时，或许无聊极了。","For the young people could not talk.And why should they?Shout, embrace, swing, be up at dawn; carry sugar to ponies; kiss and caress the snouts of adorable chows; and then all tingling and streaming, plunge and swim.But the enormous resources of the English language, the power it bestows, after all, of communicating feelings (at their age, she and Peter would have been arguing all the evening), was not for them.They would solidify young.They would be good beyond measure to the people on the estate, but alone, perhaps, rather dull."
"“真可惜啊！”克拉丽莎说道。“我本想举行舞会的。”","“What a pity!” she said.“I had hoped to have dancing.”"
"他们的光临真是格外赏脸！不过谈起跳舞嘛！那些屋子都挤满了人。","It was so extraordinarily nice of them to have come!But talk of dancing!The rooms were packed."
"年老的海伦娜姑妈披着围巾走来了。唉，克拉丽莎必须离开他俩了——盖顿勋爵与南希·布洛。老帕里小姐来了，她的姑妈。","There was old Aunt Helena in her shawl.Alas, she must leave them—Lord Gayton and Nancy Blow.There was old Miss Parry, her aunt."
"因为海伦娜·帕里小姐尚未过逝：帕里小姐仍活着。她已年过八旬。她拄着一根拐棍缓慢爬上楼梯。她被安排坐在椅子上（这是理查德关照的）。七十年代去过缅甸的人被不停地领来见她。彼得去了哪里？帕里小姐与他向来是很密切的朋友。因为一说到印度或者锡兰，她的双眼（仅有一只是玻璃的）便会缓缓变得深邃，变成蓝色，仿佛看见的并非人类——她对那些总督、将军、兵变毫无温馨的记忆，毫无引以为荣的幻想——她看见的是兰花、山中小径以及六十年代时自己被驮在苦力背上翻越幽僻山顶的情景。她或者下来连根拔起兰花（她以前从未见过这奇异的花），她还为此花作过水彩画。一位坚强的英国女人，如果战争，比如一枚炸弹正好落在她家门口，破坏了她对兰花以及她对自己六十年代游走印度时的身影的冥想，她会感到烦躁不安。但彼得在这里。","For Miss Helena Parry was not dead: Miss Parry was alive.She was past eighty.She ascended staircases slowly with a stick.She was placed in a chair (Richard had seen to it).People who had known Burma in the seventies were always led up to her.Where had Peter got to?They used to be such friends.For at the mention of India, or even Ceylon, her eyes (only one was glass) slowly deepened, became blue, beheld, not human beings—she had no tender memories, no proud illusions about Viceroys, Generals, Mutinies—it was orchids she saw, and mountain passes and herself carried on the backs of coolies in the sixties over solitary peaks; or descending to uproot orchids (startling blossoms, never beheld before) which she painted in water-colour; an indomitable Englishwoman, fretful if disturbed by the War, say, which dropped a bomb at her very door, from her deep meditation over orchids and her own figure journeying in the ‘sixties in India—but here was Peter."
"“来跟海伦娜姑妈聊聊缅甸的事吧。”克拉丽莎说道。","“Come and talk to Aunt Helena about Burma,” said Clarissa."
"可是他和她整晚未说过一句话！","And yet he had not had a word with her all the evening!"
"“咱们等一会儿再聊。”克拉丽莎说着，领他去了海伦娜姑妈那边，她围着白围巾，拄着拐棍。","“We will talk later,” said Clarissa, leading him up to Aunt Helena, in her white shawl, with her stick."
"“这是彼得·沃尔什。”克拉丽莎说道。","“Peter Walsh,” said Clarissa."
"一点反应也没有。","That meant nothing."
"克拉丽莎邀请她来的。真累人，真吵，但克拉丽莎邀请了她。因此她才来的。他俩住在伦敦真可惜——理查德与克拉丽莎。即使为克拉丽莎的健康着想，也是在乡下安居好些。但克拉丽莎老是热衷于交际圈。","Clarissa had asked her.It was tiring; it was noisy; but Clarissa had asked her.So she had come.It was a pity that they lived in London—Richard and Clarissa.If only for Clarissa’s health it would have been better to live in the country.But Clarissa had always been fond of society."
"“他去过缅甸。”克拉丽莎说道。","“He has been in Burma,” said Clarissa."
"哎呀！她不由得回想起查尔斯·达尔文对她描写缅甸兰花的一本小册子的评论。","Ah.She could not resist recalling what Charles Darwin had said about her little book on the orchids of Burma."
"（克拉丽莎得去告诉布鲁顿女士这一点。）","(Clarissa must speak to Lady Bruton.)"
"无疑这个小册子如今已被人忘掉，就是她描写缅甸兰花的书。不过到一八七零年之前出过三版，海伦娜姑妈告诉彼得。现在她记得他了。他在伯顿呆过（彼得·沃尔什却想起，那晚在客厅内，克拉丽莎邀约他去划船时，他一个字没说就离她而去）。","No doubt it was forgotten now, her book on the orchids of Burma, but it went into three editions before 1870, she told Peter.She remembered him now.He had been at Bourton (and he had left her, Peter Walsh remembered, without a word in the drawing-room that night when Clarissa had asked him to come boating)."
"“理查德对午餐会赞赏有加。”克拉丽莎给布鲁顿女士讲。","“Richard so much enjoyed his lunch party,” said Clarissa to Lady Bruton."
"“理查德是最合适的助手。”布鲁顿女士回答说，“他帮我写了封信呢。你还好吗？”","“Richard was the greatest possible help,” Lady Bruton replied.“He helped me to write a letter.And how are you?”"
"“哦，好极了！”克拉丽莎说道。（布鲁顿女士痛恨政治家的夫人们患病。）","“Oh, perfectly well!” said Clarissa.(Lady Bruton detested illness in the wives of politicians.)"
"“彼得·沃尔什也来啦！”布鲁顿女士说道。因为她向来不知道该跟克拉丽莎说些什么，虽然她喜欢这个女人。克拉丽莎拥有诸多美好的品质，可她俩毫无共通之处——她与克拉丽莎。要是理查德与一位魅力较小的女子结婚也许会更好，那妻子会对他的工作有更多帮助。他已丧失了在内阁做事的时机。“彼得·沃尔什在那里呢！”她说，一边与那讨人喜欢的坏东西握手，那才华横溢的家伙照理说会出名的，不过没有（老是与女人有纠葛）。当然，年迈的帕里小姐也在。奇妙的老妇人！","“And there’s Peter Walsh!” said Lady Bruton (for she could never think of anything to say to Clarissa; though she liked her.She had lots of fine qualities; but they had nothing in common—she and Clarissa.It might have been better if Richard had married a woman with less charm, who would have helped him more in his work.He had lost his chance of the Cabinet).“There’s Peter Walsh!” she said, shaking hands with that agreeable sinner, that very able fellow who should have made a name for himself but hadn’t (always in difficulties with women), and, of course, old Miss Parry.Wonderful old lady!"
"布鲁顿女士靠着帕里小姐的椅子边站着，像个掷弹兵的幽灵披着一身黑衣，请彼得·沃尔什去吃午饭。亲切，不过没闲聊一句，想不起任何印度的动植物。当然，她在印度呆过，曾在三位总督家里做过客，认为某些印度百姓是难得的好人。然而印度的境况真是个悲剧！首相刚告诉过她（年迈的帕里小姐裹着围巾缩作一团，毫不在乎首相刚跟她讲了什么），布鲁顿女士想要听听彼得·沃尔什的观点，由于他才从中心地带里过来，而她会请桑普森爵士与彼得会面，因为那个地方的愚蠢、甚至可以说是邪恶以及她自己是一名军人女儿这个事实使她晚上难以入睡。她如今是位老妇人了，用处不大了。不过她的房子、她的佣人、她的密友米利·布拉什——他还记得她吗？全都只等着她召唤——总之，只要能有所帮助。尽管布鲁顿女士从没说起过英国，然而这个男子汉的岛屿，这亲爱的、亲爱的土地已渗入了她的血液（尽管她没有读过莎士比亚）。如果有某个女人能戴头盔射箭，能率军进攻，能顽强不屈地、公正无私地统治蛮族，然后躺在教堂中盾形的徽章下（已经腐烂得没有了鼻子），或安息在某处原始小山坡上绿草丛生的古冢里，那这个女人即是米莉森特·布鲁顿。尽管受到性别、逻辑能力欠缺的阻碍（她发觉写封信给《泰晤士报》也办不到），她却总是念念不忘大英帝国，从与那披着铠甲的战争女神的联合中形成了她挺拔的身姿、稳健的举止。所以人们不能想象她死后会离开地球，以灵魂的某种形式徘徊在没有英国国旗飘扬的地区。即便在死者中，要她不做英国人——不，不！办不到！","Lady Bruton stood by Miss Parry’s chair, a spectral grenadier, draped in black, inviting Peter Walsh to lunch; cordial; but without small talk, remembering nothing whatever about the flora or fauna of India.She had been there, of course; had stayed with three Viceroys; thought some of the Indian civilians uncommonly fine fellows; but what a tragedy it was—the state of India!The Prime Minister had just been telling her (old Miss Parry huddled up in her shawl, did not care what the Prime Minister had just been telling her), and Lady Bruton would like to have Peter Walsh’s opinion, he being fresh from the centre, and she would get Sir Sampson to meet him, for really it prevented her from sleeping at night, the folly of it, the wickedness she might say, being a soldier’s daughter.She was an old woman now, not good for much.But her house, her servants, her good friend Milly Brush—did he remember her?—were all there only asking to be used if—if they could be of help, in short.For she never spoke of England, but this isle of men, this dear, dear land, was in her blood (without reading Shakespeare), and if ever a woman could have worn the helmet and shot the arrow, could have led troops to attack, ruled with indomitable justice barbarian hordes and lain under a shield noseless in a church, or made a green grass mound on some primeval hillside, that woman was Millicent Bruton.Debarred by her sex and some truancy, too, of the logical faculty (she found it impossible to write a letter to the @Times@), she had the thought of Empire always at hand, and had acquired from her association with that armoured goddess her ramrod bearing, her robustness of demeanour, so that one could not figure her even in death parted from the earth or roaming territories over which, in some spiritual shape, the Union Jack had ceased to fly.To be not English even among the dead—no, no!Impossible!"
"但那是布鲁顿女士吗（她过去认得她）？那头发变得灰白的是彼得·沃尔什吗？罗塞特太太问自己（就是以前的萨莉·西顿）。这位无疑是年迈的帕里小姐——她在伯顿时遇到的脾气很坏的老姑妈。她从来也没忘记自己赤裸着在过道里奔跑，被帕里小姐喊了去！还有克拉丽莎！啊，克拉丽莎！萨莉抓住了她的手臂。","But was it Lady Bruton (whom she used to know)?Was it Peter Walsh grown grey?Lady Rosseter asked herself (who had been Sally Seton).It was old Miss Parry certainly—the old aunt who used to be so cross when she stayed at Bourton.Never should she forget running along the passage naked, and being sent for by Miss Parry!And Clarissa!oh Clarissa!Sally caught her by the arm."
"克拉丽莎在她们身旁停住了。","Clarissa stopped beside them."
"“但我不能呆了。”她说道，“我以后再来。等着我。”她边说边看着彼得和萨莉。她的意思是他们得等到所有人都离开了以后。","“But I can’t stay,” she said.“I shall come later.Wait,” she said, looking at Peter and Sally.They must wait, she meant, until all these people had gone."
"“我会回来的。”她说，看着她的老朋友——萨莉与彼得——他俩在握手，而萨莉必是想起了往事，正在笑。","“I shall come back,” she said, looking at her old friends, Sally and Peter, who were shaking hands, and Sally, remembering the past no doubt, was laughing."
"可她的声音失去了以前醉人的圆润，双眸也不如以前那样闪亮。当年她抽雪茄，她一丝不挂地在过道里奔跑着去拿海绵袋时，双眸多闪亮啊。当时埃伦·阿特金斯问道，倘若撞见一位绅士她该怎么办呀？可是每个人都原谅她。她从食物橱里偷鸡来吃，因为她晚上很饿。她在卧室里抽雪茄。她把一本贵重的书遗忘在平底船上。但每个人都爱她（可能父亲例外）。这是因为她的热忱、她的活力——她会作画，会写东西。村庄里的老妇人们至今从未忘记问候“你那身穿红色披风、看上去聪明伶俐的朋友”。在所有人中，萨莉只责怪休·惠特布雷德（他就在那里，她的老友休，在与那位葡萄牙大使说话）。因为她谈到女士应有选举权，他便在吸烟室亲吻她以示惩戒。粗俗男人的行径，她说道。克拉丽莎想起当时劝她别在全家祷告时谴责休——她是做得出的，她大胆、鲁莽，极其喜欢成为一切戏剧性场面的中心。克拉丽莎过去常常认为她这样必然以极为悲惨的结局收场。她会死掉，她会受到折磨。但她却结婚了，真是意想不到，嫁了个纽扣上别有大花的秃头男人。据说他在曼彻斯特拥有几家棉纺厂。她还有五个儿子！","But her voice was wrung of its old ravishing richness; her eyes not aglow as they used to be, when she smoked cigars, when she ran down the passage to fetch her sponge bag, without a stitch of clothing on her, and Ellen Atkins asked, What if the gentlemen had met her?But everybody forgave her.She stole a chicken from the larder because she was hungry in the night; she smoked cigars in her bedroom; she left a priceless book in the punt.But everybody adored her (except perhaps Papa).It was her warmth; her vitality—she would paint, she would write.Old women in the village never to this day forgot to ask after “your friend in the red cloak who seemed so bright.”She accused Hugh Whitbread, of all people (and there he was, her old friend Hugh, talking to the Portuguese Ambassador), of kissing her in the smoking-room to punish her for saying that women should have votes.Vulgar men did, she said.And Clarissa remembered having to persuade her not to denounce him at family prayers—which she was capable of doing with her daring, her recklessness, her melodramatic love of being the centre of everything and creating scenes, and it was bound, Clarissa used to think, to end in some awful tragedy; her death; her martyrdom; instead of which she had married, quite unexpectedly, a bald man with a large buttonhole who owned, it was said, cotton mills at Manchester.And she had five boys!"
"她与彼得坐在一起了。他俩在聊天，这场景看起来是多么熟悉——他俩应该聊天。他们会聊起往事。她与这俩人分享的过往甚至比理查德更多。那花园、树林、客厅的墙纸、垫子的味道；老约瑟夫·布赖特科普夫五音不全地唱着勃拉姆斯的曲子。萨莉必定永远是这一切的一部分，彼得必定也是。但她要告别他俩了。布拉德肖一家也在，这俩人是她厌恶的。她必须走到布拉德肖太太身边（布拉德肖太太穿着一身银灰色礼服，像一头海狮在水池边力求平衡，吼叫着渴望得到邀请和公爵夫人们见面，一个典型的成功男人的太太），她必须走到布拉德肖太太身边并且说……","She and Peter had settled down together.They were talking: it seemed so familiar—that they should be talking.They would discuss the past.With the two of them (more even than with Richard) she shared her past; the garden; the trees; old Joseph Breitkopf singing Brahms without any voice; the drawing-room wallpaper; the smell of the mats.A part of this Sally must always be; Peter must always be.But she must leave them.There were the Bradshaws, whom she disliked.She must go up to Lady Bradshaw (in grey and silver, balancing like a sea-lion at the edge of its tank, barking for invitations, Duchesses, the typical successful man’s wife), she must go up to Lady Bradshaw and say..."
"可布拉德肖太太先发制人。","But Lady Bradshaw anticipated her."
"“亲爱的达洛维夫人，我们这么晚才来，实在没勇气进门呢。”布拉德肖太太说。","“We are shockingly late, dear Mrs. Dalloway, we hardly dared to come in,” she said."
"长着一头灰白头发、一双蓝色眼睛的仪表出众的威廉爵士说道，的确来得太晚了。他们实在经受不住晚宴的诱惑。他也许正在与理查德谈论那项议案，他们想在下议院通过这项议案。为什么看到他与理查德说话会让她感到恶心？他看起来符合他的身份——一位名医。一个在自己的行业中绝对领先的男人，很有影响，颇为劳累。想想看他面对的是些什么病例吧——处于苦海最深处的人、濒临精神错乱的人、丈夫和妻子们。他不得不对非常棘手的难题做出决定。不过——她觉得人们不想让威廉爵士看到自己不开心。不行，不能被那人看到。","And Sir William, who looked very distinguished, with his grey hair and blue eyes, said yes; they had not been able to resist the temptation.He was talking to Richard about that Bill probably, which they wanted to get through the Commons.Why did the sight of him, talking to Richard, curl her up?He looked what he was, a great doctor.A man absolutely at the head of his profession, very powerful, rather worn.For think what cases came before him—people in the uttermost depths of misery; people on the verge of insanity; husbands and wives.He had to decide questions of appalling difficulty.Yet—what she felt was, one wouldn’t like Sir William to see one unhappy.No; not that man."
"“您儿子在伊顿还好吗？”她问候布拉德肖夫人。","“How is your son at Eton?” she asked Lady Bradshaw."
"布拉德肖太太说道，他刚错过了十一岁考试（过去在英格兰和威尔士的一种考试制度），因为患了腮腺炎。她觉得做父亲的甚至比儿子更担心。她说：“因为他父亲自己也只不过是个大男孩呢。”","He had just missed his eleven, said Lady Bradshaw, because of the mumps.His father minded even more than he did, she thought “being,” she said, “nothing but a great boy himself.”"
"克拉丽莎瞥了一下威廉爵士，他还在与理查德交谈。他看起来不像个男孩——丝毫不像个男孩。有一次，她曾跟某人去他那里就诊。他做得十分恰当，极其通情达理。可是上帝呀——再次来到街上是多么让人轻松啊！她想起来候诊室里有个可怜的病人在抽泣。但她不清楚到底是什么——关于威廉爵士，她到底讨厌他什么。唯有理查德同意她的观点：“讨厌他的品味，讨厌他的气味。”但是他非常有能力。他俩在讨论这个议案。威廉爵士提到一个病例，同时压低了声音。这与他所谈及的弹震症有关系。议案里一定要有相应的规定。","Clarissa looked at Sir William, talking to Richard.He did not look like a boy—not in the least like a boy.She had once gone with some one to ask his advice.He had been perfectly right; extremely sensible.But Heavens—what a relief to get out to the street again!There was some poor wretch sobbing, she remembered, in the waiting-room.But she did not know what it was—about Sir William; what exactly she disliked.Only Richard agreed with her, “didn’t like his taste, didn’t like his smell.”But he was extraordinarily able.They were talking about this Bill.Some case, Sir William was mentioning, lowering his voice.It had its bearing upon what he was saying about the deferred effects of shell shock.There must be some provision in the Bill."
"布拉德肖太太（可怜的傻瓜——你并不讨厌她）压低了声音，将达洛维夫人引到共同的女性特质、对自己丈夫的卓越品质的共同自豪感、以及他们工作过度劳累的可悲倾向的庇佑之下，低声说道：“我们正要出发时，有人给我丈夫打电话，一个非常悲惨的病例。一个青年（威廉爵士正在告诉达洛维先生的就是这事）自杀了。他在部队当过兵。”啊！克拉丽莎心想，在我宴会的中间，死神闯入了。","Sinking her voice, drawing Mrs. Dalloway into the shelter of a common femininity, a common pride in the illustrious qualities of husbands and their sad tendency to overwork, Lady Bradshaw (poor goose—one didn’t dislike her) murmured how, “just as we were starting, my husband was called up on the telephone, a very sad case.A young man (that is what Sir William is telling Mr. Dalloway) had killed himself.He had been in the army.”Oh! thought Clarissa, in the middle of my party, here’s death, she thought."
"她向前走去，进入首相与布鲁顿女士方才迈入的那间小屋里。大概那里还有人在。可一个人也没有。椅子上仍然留有首相与布鲁顿女士坐过的痕迹。她是谦恭地侧过身去，他则正正当当地坐着，非常威严。他俩在谈印度的情况。一个人也没有。宴会的辉煌消失殆尽了，她穿着华丽的礼服一个人走进这房间真是太怪异了。","She went on, into the little room where the Prime Minister had gone with Lady Bruton.Perhaps there was somebody there.But there was nobody.The chairs still kept the impress of the Prime Minister and Lady Bruton, she turned deferentially, he sitting four-square, authoritatively.They had been talking about India.There was nobody.The party’s splendour fell to the floor, so strange it was to come in alone in her finery."
"布拉德肖夫妇凭什么在她的宴会里说到死亡？一个青年自杀了。而他俩竟在她的宴会里说起这事——布拉德肖夫妇提到了死亡。那青年自杀了——可怎样死的？她猛然听闻一个意外事故时，她的身体总是先要经历一遍。她的裙子着火了，她的身子被烧伤了。那青年从窗户跳了下去。地面突然变高，锈蚀的尖钉刺穿了他，跌跌撞撞，遍体鳞伤。他躺在地上，脑子里发出砰、砰、砰的声音，接着在一团漆黑中窒息。这就是她眼前浮现的景象。但他为什么要这样？而布拉德肖夫妇竟敢在她的宴会里说起这事！","What business had the Bradshaws to talk of death at her party?A young man had killed himself.And they talked of it at her party—the Bradshaws, talked of death.He had killed himself—but how?Always her body went through it first, when she was told, suddenly, of an accident; her dress flamed, her body burnt.He had thrown himself from a window.Up had flashed the ground; through him, blundering, bruising, went the rusty spikes.There he lay with a thud, thud, thud in his brain, and then a suffocation of blackness.So she saw it.But why had he done it?And the Bradshaws talked of it at her party!"
"她过去有一回把一枚先令扔瑟彭泰恩湖里，就再没扔过其他任何东西。但那青年却把生命扔掉了。他们继续活着（她得回去，屋里还是挤得满满的，不停地有宾客到来）。他们（她整天在想伯顿、彼得、萨莉），他们会变老。有一样东西是重要的。在她自己的生活中，这样东西被闲聊包围，被破坏，渐渐模糊，每天都在堕落、谎言和闲聊中一点一点地消失。但是他保存了这样东西。死亡是个挑战。死亡是交流的一种尝试。人们觉得不可能接近那神秘的、触摸不到的中心。亲密变得疏远，狂欢退却，只剩下自己形单影只。死亡里有着拥抱。","She had once thrown a shilling into the Serpentine, never anything more.But he had flung it away.They went on living (she would have to go back; the rooms were still crowded; people kept on coming).They (all day she had been thinking of Bourton, of Peter, of Sally), they would grow old.A thing there was that mattered; a thing, wreathed about with chatter, defaced, obscured in her own life, let drop every day in corruption, lies, chatter.This he had preserved.Death was defiance.Death was an attempt to communicate; people feeling the impossibility of reaching the centre which, mystically, evaded them; closeness drew apart; rapture faded, one was alone.There was an embrace in death."
"但是这个自杀的年轻人——他是怀着珍贵的一切纵身一跳的吗？“倘若此刻就要死，此刻即是最幸福的。”有一回她穿着白衣下楼的时候自言自语道。","But this young man who had killed himself—had he plunged holding his treasure?“If it were now to die, ’twere now to be most happy,” she had said to herself once, coming down in white."
"也许还有诗人与思想家。设想他曾经有过那种激情，还去找过威廉·布拉德肖爵士——一位名医，可对她而言他有着说不清楚的邪恶，没有性也没欲望，对女性彬彬有礼，可又会干些不可名状的骇人听闻之事，压制你的灵魂，正是这点——倘若那青年去找过威廉爵士，而威廉爵士凭自己的能力留给他那样的印象，那么难道那青年不会说（现在她确实是这样感觉的）生活变得难以忍受，他们，像那医生之流的人让生活变得难以忍受吗？","Or there were the poets and thinkers.Suppose he had had that passion, and had gone to Sir William Bradshaw, a great doctor yet to her obscurely evil, without sex or lust, extremely polite to women, but capable of some indescribable outrage—forcing your soul, that was it—if this young man had gone to him, and Sir William had impressed him, like that, with his power, might he not then have said (indeed she felt it now), Life is made intolerable; they make life intolerable, men like that?"
"还有（她仅在今天早晨才感到）那种恐惧，难以抗拒的无能之感，父母将这生命赋予你，要活到生命的最后一刻，要平静地走过生命之路，她内心深处充满莫大的恐惧。即便现在，要不是理查德惯常在那里读《泰晤士报》，以便让她可以像一只小鸟一样缩成一团，渐渐恢复活力，发出快乐无比的呼喊，在枝条间磨蹭，一个接着一个，她必定早死了。不过那青年自杀了。","Then (she had felt it only this morning) there was the terror; the overwhelming incapacity, one’s parents giving it into one’s hands, this life, to be lived to the end, to be walked with serenely; there was in the depths of her heart an awful fear.Even now, quite often if Richard had not been there reading the @Times@, so that she could crouch like a bird and gradually revive, send roaring up that immeasurable delight, rubbing stick to stick, one thing with another, she must have perished.But that young man had killed himself."
"不知为何，这是她的灾难——她的羞耻。目睹着这里一个男人、那里一个女人接连沉沦、消失在这漆黑的深渊里，而她却被迫穿上晚礼服站在这里，这是对她的惩罚。她曾耍过阴谋，她曾小偷小盗过。她从来就不是个完全可钦佩的人。她曾想要成功。如贝克斯伯勒太太等人一样。而有一回贝克斯伯勒太太曾在伯顿的阳台上漫步。","Somehow it was her disaster—her disgrace.It was her punishment to see sink and disappear here a man, there a woman, in this profound darkness, and she forced to stand here in her evening dress.She had schemed; she had pilfered.She was never wholly admirable.She had wanted success.Lady Bexborough and the rest of it.And once she had walked on the terrace at Bourton."
"都是理查德的功劳，她从未这样幸福过。一切都不嫌太慢，一切都不能永存。没什么乐趣能与这种感觉媲美，她心想，一边摆正椅子，将书架上的一本书推进去。她已经结束了青春的喜悦，沉迷于生活的过程之中，在日出日落中惊喜地发现了生活的幸福。在伯顿的时候，当人们都在聊天时，她曾经很多次去仰望苍穹，或是在吃饭的时候，从人们肩膀的缝隙中瞥见一线天空。在伦敦，她无法入睡时，便去眺望天空。她走向窗口。","It was due to Richard; she had never been so happy.Nothing could be slow enough; nothing last too long.No pleasure could equal, she thought, straightening the chairs, pushing in one book on the shelf, this having done with the triumphs of youth, lost herself in the process of living, to find it, with a shock of delight, as the sun rose, as the day sank.Many a time had she gone, at Bourton when they were all talking, to look at the sky; or seen it between people’s shoulders at dinner; seen it in London when she could not sleep.She walked to the window."
"这乡下的天空、这威斯敏斯特的天空有着她自己的某种东西在里面，虽然这个想法有些傻气。她拨开窗帘，向外看着。噢，可真令人惊讶！在对面屋子里的那位老妇人正直勾勾地盯着她！她就要上床了。还有那天空。她原本以为天空会是一个肃穆的天空，会是一个昏暗的天空。她转过美丽的脸颊。可瞧那里——天空面如死灰，一堆堆巨大的云团在空中快速掠过，越变越细。这一切对她而言是新鲜的。一定是起风了。那对面屋子的老妇人就要上床了。她陶醉地观察着那个老妇人。她走来走去，穿过房间，来到窗前。她能瞧见自己吗？人们还在客厅里朗笑欢呼时，看着老妇人十分平静地上床去真令人陶醉。现在她拉下了百叶窗。钟开始敲了。那青年自杀了。可她没有怜悯他。钟敲响报时了，一声、两声、三声，她没有怜悯他，这一切都在继续着。看！老妇人熄灯了！整个宅子此时一片漆黑，这一切继续着，她反复说着，想起了这句话，不用再怕炙热的骄阳。她得回到客人们中去。可是这是一个多奇妙的晚上啊！她觉得自己在某种程度上像极了他——那自杀了的青年。她很高兴他这样干了，丢掉了生命。钟正在敲。如铅般沉重的声波一圈圈消逝在空中。他让她感受到美，让她感到有趣。可她得回去了。她得打起精神。她得寻找萨莉和彼得。于是她从小屋进入客厅。","It held, foolish as the idea was, something of her own in it, this country sky, this sky above Westminster.She parted the curtains; she looked.Oh, but how surprising!—in the room opposite the old lady stared straight at her!She was going to bed.And the sky.It will be a solemn sky, she had thought, it will be a dusky sky, turning away its cheek in beauty.But there it was—ashen pale, raced over quickly by tapering vast clouds.It was new to her.The wind must have risen.She was going to bed, in the room opposite.It was fascinating to watch her, moving about, that old lady, crossing the room, coming to the window.Could she see her?It was fascinating, with people still laughing and shouting in the drawing-room, to watch that old woman, quite quietly, going to bed.She pulled the blind now.The clock began striking.The young man had killed himself; but she did not pity him; with the clock striking the hour, one, two, three, she did not pity him, with all this going on.There! the old lady had put out her light!the whole house was dark now with this going on, she repeated, and the words came to her, Fear no more the heat of the sun.She must go back to them.But what an extraordinary night!She felt somehow very like him—the young man who had killed himself.She felt glad that he had done it; thrown it away.The clock was striking.The leaden circles dissolved in the air.He made her feel the beauty; made her feel the fun.But she must go back.She must assemble.She must find Sally and Peter.And she came in from the little room."
"“但是克拉丽莎在哪里？”彼得说。他跟萨莉都在沙发上坐着。相识这么些年后他对她真叫不出“罗塞特太太”。“那女人去哪里了？”他问道。“克拉丽莎在哪里？”","“But where is Clarissa?” said Peter.He was sitting on the sofa with Sally.(After all these years he really could not call her “Lady Rosseter.”) “Where’s the woman gone to?” he asked.“Where’s Clarissa?”"
