"第一部","PART I "
"第二十七章","Chapter 27"
"第二天，即规定城门开放之日前几天，里厄医生中午回到家里，想知道他一直期盼的电报是否已送过来了。尽管这些天来他的工作与鼠疫高峰期时一样繁重，但马上就要获得解放这种希望已经驱散了他的疲劳。有了希望，对生活也就充满了新的渴望。任何人都不可能一直都精神高度紧张地生活着，在精力和意志都绷紧到极限后，终于可以放松一下，舒缓一下神经和肌肉了，这是件令人高兴的事情。如果里厄等待的这封电报带来好消息的话，他的生活也可以重新开始。的确，在那段日子里，他感觉大家一切都会重新开始。","When next day, a few days before the date fixed for the opening of the gates, Dr. Rieux came home at noon, he was wondering if the telegram he was expecting had arrived.Though his days were no less strenuous than at the height of the epidemic, the prospect of imminent release had obliterated his fatigue.Hope had returned and with it a new zest for life.No man can live on the stretch all the time, with his energy and willpower strained to the breaking-point, and it is a joy to be able to relax at last and loosen nerves and muscles that were braced for the struggle.If the telegram, too, that he awaited brought good news, Rieux would be able to make a fresh start.Indeed, he had a feeling that everyone in those days was making a fresh start."
"他从大厅的门房前走过。老米歇尔的接班人，那位新来的看门人把脸贴在面朝大厅的玻璃窗上，朝他微微一笑。当他上楼的时候，他的眼前还浮现出看门人那张因疲倦和贫穷而显得苍白的笑脸。","He walked past the concierge’s room in the hall.The new man, old Michel’s successor, his face pressed to the window looking on the hall, gave him a smile.As he went up the stairs, the man’s face, pale with exhaustion and privation, but smiling, hovered before his eyes."
"是的，当“抽象”阶段过去之后，只要有些运气，他将一切重新开始——他带着这些想法打开诊所门时，看见他母亲正从客厅下楼来找他。她告诉他，塔鲁先生病了。塔鲁早上照常起床，但感觉无力出门，所以又重新躺下了。里厄老太太很担心他的身体。","Yes, he’d make a fresh start, once the period of “abstractions” was over, and with any luck—He was opening the door with these thoughts in his mind when he saw his mother coming down the hall to meet him.M. Tarrou, she told him, wasn’t well.He had risen at the usual time, but did not feel up to going out and had returned to bed.Mme Rieux felt worried about him."
"“这大概不要紧。”她儿子说。","“Quite likely it’s nothing serious,” her son said."
"塔鲁直挺挺躺在床上，他那硕大的头部深深地陷在枕头里，盖在他健壮的胸脯上的被单上下起伏着。他感到头痛，体温也在不断上升。他对里厄说，他的症状并不确定，但有可能是鼠疫。","Tarrou was lying on his back, his heavy head deeply indenting the pillow, the coverlet bulging above his massive chest.His head was aching and his temperature up.The symptoms weren’t very definite, he told Rieux, but they might well be those of plague."
"里厄给他检查后说：“不，现在一切都还不确定。”","After examining him Rieux said: “No, there’s nothing definite as yet.”"
"但塔鲁也感到很口渴，因而医生在走廊里对他母亲说，这可能是鼠疫。","But Tarrou also suffered from a raging thirst, and in the hallway the doctor told his mother that it might be plague."
"“啊！”她大叫着说，“这根本不可能，现在根本不可能！”过了一会儿，她接着说：“我们把他留在这里吧，伯纳德。”","“Oh!” she exclaimed.“Surely that’s not possible, not now!”And after a moment added: “Let’s keep him here, Bernard.”"
"里厄沉思着。“严格来说，我没有权利这样做，”他迟疑地说，“不过，城门很快就要敞开了。要是你不在这里的话，我想我自己倒会这样做的。”","Rieux pondered.“Strictly speaking, I’ve no right to do that,” he said doubtfully.“Still, the gates will be opened quite soon.If you weren’t here, I think I’d take it on myself.”"
"“伯纳德，把他留下，也让我留下吧。你知道的，我刚刚又打过预防针了。”","“Bernard, let him stay, and let me stay too.You know, I’ve just had another inoculation.”"
"医生说塔鲁也打过预防针，但他可能因为太劳累而忘了注射最后一针或没有采取必要的预防措施。","The doctor pointed out that Tarrou, too, had had inoculations, though it was possible, tired as he was, he’d overlooked the last one or omitted to take the necessary precautions."
"里厄一边说着一边朝诊所走去，而等他回到卧室时，塔鲁看见他拿来了一个盒子，里面是些装满血清的针剂。","Rieux was going to the surgery as he spoke, and when he returned to the bedroom Tarrou noticed that he had a box of the big ampoules containing the serum."
"“啊，那么是鼠疫了。”塔鲁说。","“Ah, so it is that,” he said."
"“不一定是，但我们不该冒险。”","“Not necessarily; but we mustn’t run any risks.”"
"塔鲁没说什么，只是伸出一只胳膊来接受长时间的注射，他以前也常常给别人进行这样的注射。","Without replying Tarrou extended his arm and submitted to the prolonged injections he himself had so often administered to others."
"“我们今晚再好好观察一下。”里厄直视着塔鲁说。","“We’ll judge better this evening.” Rieux looked Tarrou in the eyes."
"“但怎么不把我隔离起来，里厄？”","“But what about isolating me, Rieux?”"
"“现在根本不能确定你患上了鼠疫。”","“It’s by no means certain that you have plague.”"
"塔鲁勉强笑了笑。","Tarrou smiled with an effort."
"“嗯，我还是头一回看到你给病人注射血清却不下令将他送进隔离病房。”","“Well, it’s the first time I’ve known you do the injection without ordering the patient off to the isolation ward.”"
"里厄转过头去。","Rieux looked away."
"“你在这里会好些。我母亲和我都会照料你的。”","“You’ll be better here.My mother and I will look after you.”"
"塔鲁沉默不语，医生把那些针剂放回到盒子里，想等到塔鲁说话时再转过头去。但塔鲁依然一声不吭，最后，里厄走到床边。病人平静地看着医生，尽管他的脸很憔悴，但他那双灰色的眼睛依然目光镇定。里厄微笑着朝塔鲁俯下身去。","Tarrou said nothing and the doctor, who was putting away the ampoules in the box, waited for him to speak before looking round.But still Tarrou said nothing, and finally Rieux went up to the bed.The sick man was gazing at him steadily, and though his face was drawn, the gray eyes were calm.Rieux smiled down on him."
"“现在你尽量睡会吧。我马上就会回来。”","“Now try to sleep.I’ll be back soon.”"
"医生正要出门时，听到塔鲁叫他，于是又返身回到病床边。塔鲁看起来怪怪的，就好像他既想阻止自己要说的话脱口而出，又想强迫自己说出来一样。","As he was going out he heard Tarrou calling, and turned back.Tarrou’s manner had an odd effect, as though he were at once trying to keep back what he had to say and forcing himself to say it."
"“里厄，”他终于开口说，“你必须对我说实话。我想知道实情。”","“Rieux,” he said at last, “you must tell me the whole truth.I count on that.”"
"“我一定会的。”","“I promise it.”"
"塔鲁的那张大脸露出了一丝笑容。","Tarrou’s heavy face relaxed in a brief smile."
"“谢谢。我不想死，我要斗争。即使我输了，我也想有个好结局。”里厄俯下身去，紧紧抓住塔鲁的肩膀。","“Thanks.I don’t want to die, and I shall put up a fight.But if I lose the match, I want to make a good end of it.”Bending forward, Rieux pressed his shoulder."
"“不会输的。要做一个圣人，你就该活下去。一定要斗争呀！”","“No.To become a saint, you need to live.So fight away!”"
"这天早上天气很冷，后来慢慢暖和了些，到了下午却又下了几场冰雹和大雨。黄昏时，天空微微放晴了，但天气却又变得寒冷起来。晚上，里厄回到家里。他大衣也没脱就走进了他朋友的房间。塔鲁似乎躺在床上没挪动过，但他那因高烧而变得苍白的紧闭的双唇显示出他正在坚持斗争着。","In the course of that day the weather, which after being very cold had grown slightly milder, broke in a series of violent hailstorms followed by rain.At sunset the sky cleared a little, and it was bitterly cold again.Rieux came home in the evening.His overcoat still on, he entered his friend’s bedroom.Tarrou did not seem to have moved, but his set lips, drained white by fever, told of the effort he he was keeping up."
"“还好吗？”里厄问。","“Well?” Rieux asked."
"塔鲁耸了耸他那露在被单外的宽肩膀。","Tarrou raised his broad shoulders a little out of the bedclothes."
"“唉，”他说，“我要输了。”","“Well,” he said, “I’m losing the match.”"
"医生朝塔鲁俯下身去。塔鲁那滚烫的皮肤下已经出现了淋巴结，他的肺部发出一阵杂音，就像地下炼铁厂发出的声音一样。奇怪的是，塔鲁身上同时出现了两种不同类型鼠疫的病征。","The doctor bent over him.Ganglia had formed under the burning skin and there was a rumbling in his chest, like the sound of a hidden forge.The strange thing was that Tarrou showed symptoms of both varieties of plague at once."
"里厄直起身来说，血清还未来得及发挥作用。塔鲁本想要说上几句，但他喉咙里突然涌起的一阵热流令他说不出话来。","Rieux straightened up and said the serum hadn’t yet had time to take effect.An uprush of fever in his throat drowned the few words that Tarrou tried to utter."
"晚饭后，里厄和他母亲来到病人床前。夜晚一到，斗争也开始了，而且，里厄知道这场与瘟神的艰巨较量会一直持续到黎明。在这场斗争中，塔鲁最大的优势不是他的虎背熊腰，而是里厄的针头下渗出的塔鲁的鲜血，以及他的血液中流淌的那种比灵魂还要更重要的某种东西，这是任何人类科学都无法解释清楚的。医生能做的只是看着他的朋友进行斗争。他接下来要做的是给塔鲁的脓肿注射些催熟剂——几个月来反复的失败使他认清了这些权宜之计的真正价值。事实上，他唯一能帮上病人的就是为这些措施的偶然生效创造机会，而这种偶然性往往处于休眠状态，要靠人以行动唤醒。运气也是他必不可少的帮手。因为鼠疫的某种表现已经令里厄感到迷惑不解了。鼠疫又一次竭尽所能来挫败人们用来对付它的策略，它似乎从那些确定是鼠疫大本营的地方撤退下来，却又在一些出人意料的地方重新发起了进攻。它又一次令人摸不着头脑。","After dinner Rieux and his mother took up their posts at the sick man’s bedside.The night began with a struggle, and Rieux knew that this grim wrestling with the angel of plague was to last until dawn.In this struggle Tarrou’s robust shoulders and chest were not his greatest assets; rather, the blood that had spurted under Rieux’s needle and, in this blood, that something more vital than the soul, which no human skill can bring to light.The doctor’s task could be only to watch his friend’s struggle.As to what he was about to do, the stimulants to inject, the abscesses to stimulate—many months’ repeated failures had taught him to appreciate such expedients at their true value.Indeed, the only way in which he might help was to provide opportunities for the beneficence of chance, which too often stays dormant unless roused to action.Luck was an ally he could not dispense with.For Rieux was confronted by an aspect of the plague that baffled him.Yet again it was doing all it could to confound the tactics used against it; it launched attacks in unexpected places and retreated from those where it seemed definitely lodged.Once more it was out to darken counsel."
"塔鲁一动不动地与鼠疫抗争着。一整夜，他从未因为鼠疫的袭击而感到焦虑不安，他只是用他那粗壮的身体默默地进行着斗争。他甚至一声未吭，他就是以这种方式来表示他的斗争不能再有片刻分心。里厄只能根据他朋友的眼睛来观察这种斗争的变化：塔鲁的眼睛忽睁忽闭，他的眼皮一会儿贴着眼球，一会儿又张开，他一会儿凝视着屋里的某样物品，一会儿又将目光收回到医生和里厄老太太身上。每当塔鲁和医生对视时，塔鲁都会费力地挤出一丝笑容。","Tarrou struggled without moving.Not once in the course of the night did he counter the enemy’s attacks by restless agitation; only with all his stolid bulk, with silence, did he carry on the fight.Nor did he even try to speak, thus intimating, after his fashion, that he could no longer let his attention stray.Rieux could follow the vicissitudes of the struggle only in his friend’s eyes, now open and now shut; in the eyelids, now more closely welded to the eyeball, now distended; and in his gaze fixed on some object in the room or brought back to the doctor and his mother.And each time it met the doctor’s gaze, with a great effort Tarrou smiled."
"有一会儿，街上传来一阵急促的脚步声。人们隐约听到了雷声，于是飞奔前行，而雷声越来越近，最后街上响起了哗啦啦的雨声，又一阵暴风雨向这座城市袭来，不久大雨夹杂着冰雹噼里啪啦地砸在人行道上。窗前的雨蓬剧烈地抖动着。暴风雨的声音一度分散了里厄的注意力，现在他的目光又回到阴暗的屋内，重新打量着在小床头灯灯光照射下的塔鲁的脸庞。里厄的母亲正在织着毛衣，她时不时抬眼看看病人。医生一切能做的都已经做了。暴风雨过去了，屋里更加安静了，只有无形战斗中那种默默的骚动充斥其中。失眠折磨着医生，在寂静的边缘中，他似乎听到一种轻轻的、奇怪的呼啸声，这种声音从鼠疫爆发以来一直萦绕在他的耳旁。他对母亲打了个手势，示意她该去睡觉了。她摇了摇头，眼睛变得更加炯炯有神，接着她认真检查起编织接头处的一处针脚来，她觉得此处织得不太好。里厄起身去给病人取了杯水，接着又重新坐了下来。","At one moment there came a sound of hurrying footsteps in the street.They were in flight before a distant throbbing which gradually approached until the street was loud with the clamor of the downpour; another rainsquall was sweeping the town, mingled presently with hailstones that clattered on the sidewalk.Window awnings were flapping wildly.Rieux, whose attention had been diverted momentarily by the noises of the squall, looked again across the shadows at Tarrou’s face, on which fell the light of a small bedside lamp.His mother was knitting, raising her eyes now and then from her work to gaze at the sick man.The doctor had done everything that could be done.When the squall had passed, the silence in the room grew denser, filled only by the silent turmoil of the unseen battle.His nerves overwrought by sleeplessness, the doctor fancied he could hear, on the edge of the silence, that faint eerie sibilance which had haunted his ears ever since the beginning of the epidemic.He made a sign to his mother, indicating she should go to bed.She shook her head, and her eyes grew brighter; then she examined carefully, at her needle-tips, a stitch of which she was unsure.Rieux got up, gave the sick man a drink, and sat down again."
"人行道上响起了一阵脚步声，声音越来越近，又渐渐远去；人们正趁着暴风雨的间歇匆忙地往家赶。医生第一次发现这天夜晚就像鼠疫前的夜晚一样，天色已晚，路上还有很多赶路的行人，但听不到救护车的车鸣声——这是一个摆脱了鼠疫的夜晚。瘟神似乎受到了寒冷、街灯、人群的驱赶，从这座城市的黑暗深处逃了出来，躲进了这间暖和的房间，向塔鲁那一动不动的身体发起了最后的进攻。它不再在屋顶上空挥舞着它的连枷。但它却在这间病房沉闷的空气里轻声呼啸，而里厄在整个守夜过程中听到的正是这种声音。现在，里厄只好期待着这种声音也会在这里停下来，期待着鼠疫也会在这里败下阵去。","Footsteps rang on the pavement, nearing, then receding; people were taking advantage of the lull to hurry home.For the first time the doctor realized that this night, without the clang of ambulances and full of belated wayfarers, was just like a night of the past—a plague-free night.It was as if the pestilence, hounded away by cold, the street-lamps, and the crowd, had fled from the depths of the town and taken shelter in this warm room and was launching its last offensive at Tarrou’s inert body.No longer did it thresh the air above the houses with its flail.But it was whistling softly in the stagnant air of the sickroom, and this it was that Rieux had been hearing since the long vigil began.And now it was for him to wait and watch until that strange sound ceased here too, and here as well the plague confessed defeat."
"快到黎明的时候，里厄朝他母亲凑过身去低声说：","A little before dawn Rieux leaned toward his mother and whispered: "
"“现在你最好去睡一会儿，好在八点钟时来接替我。睡前要记得滴注些药水。”","“You’d better have some rest now, as you’ll have to relieve rne at eight.Mind you take your drops before going to bed.”"
"里厄老太太站了起来，收好毛线活，走到病床边。塔鲁闭着眼睛已经有段时间了。他的头发已经被汗水浸湿了，贴在他倔强的额头上。里厄老太太叹了口气，塔鲁睁开了双眼。他看到了老太太那张俯向着他的温柔的脸，尽管他还在发烧，但他的嘴边又露出了顽强的笑容。不过他很快又闭上了眼睛。现在只留下里厄一人了，于是他坐到他母亲坐过的那张椅子上。这座城市还在睡梦之中，大街上万籁俱静。屋子里开始感觉到黎明的寒冷了。","Mme Rieux rose, folded her knitting, and went to the bedside.Tarrou had had his eyes shut for some time.Sweat had plastered his hair on his stubborn forehead.Mme Rieux sighed, and he opened his eyes.He saw the gentle face bent over him and, athwart the surge of fever, that steadfast smile took form again.But at once the eyes closed.Left to himself, Rieux moved into the chair his mother had just left.The street was silent and no sound came from the sleeping town.The chill of daybreak was beginning to make itself felt."
"医生打起盹来，但黎明时大街上一辆马车发出的吱嘎声很快唤醒了他。他打了个寒战，看了看塔鲁，知道这又是一个斗争间歇期，塔鲁也睡着了。箍着铁皮的马车木轮发出的辘辘声已经渐渐远去了。窗外依然是黑乎乎一片。当医生走到病床边时，塔鲁用毫无表情的眼睛看着他，像是还没睡醒似的。","The doctor dozed off, but very soon an early cart rattling down the street awaked him.Shivering a little, he looked at Tarrou and saw that a lull had come; he, too, was sleeping.The iron-shod wheels rumbled away into the distance.Darkness still was pressing on the windowpanes.When the doctor came beside the bed, Tarrou gazed at him with expressionless eyes, like a man still on the frontier of sleep."
"“你睡着了，是吗？”里厄问。","“You slept, didn’t you?” Rieux asked."
"“是的。”","“Yes.”"
"“呼吸顺畅些了吗？”","“Breathing better?”"
"“顺畅了一点。这说明什么问题吗？”","“A bit.Does that mean anything?”"
"里厄沉默了一会儿，接着他说：","Rieux kept silent for some moments; then he said: "
"“不，塔鲁，这不说明任何问题。你和我一样都清楚，早晨时病情往往会有所缓解。”“谢谢，”塔鲁赞同地点点头说，“请你始终告诉我实情。”","“No, Tarrou, it doesn’t mean anything.You know as well as I that there’s often a remission in the morning.”“Thanks.” Tarrou nodded his approval.“Always tell me the exact truth.”"
"里厄坐在病床边。在病人身旁，他可以感觉到病人的双腿就像墓前雕像的四肢一样僵硬。塔鲁的呼吸变得更困难了。","Rieux was sitting on the side of the bed.Beside him he could feel the sick man’s legs, stiff and hard as the limbs of an effigy on a tomb.Tarrou was breathing with more difficulty."
"“还会发烧，是吗，里厄？”他喘着气说。","“The fever’ll come back, won’t it, Rieux?” he gasped."
"“是的。但要到中午我们才知道情况如何。”","“Yes.But at noon we shall know where we stand.”"
"塔鲁闭上眼睛，看起来他像是在养精蓄锐。他满面倦容。他在等待着体温上升，而这时高烧正在他身体深处翻腾着。当他睁开双眼时，他目光迷蒙。只是当他看到里厄手里端着一个平底杯俯身靠近他时，他才目光一亮。","Tarrou shut his eyes; he seemed to be mustering up his strength.There was a look of utter weariness on his face.He was waiting for the fever to rise and already it was stirring somewhat in the depths of his being.When he opened his eyes, his gaze was misted.It brightened only when he saw Rieux bending over him, a tumbler in his hand."
"“喝水吧。”","“Drink.”"
"塔鲁喝了水，然后慢慢将头靠在枕头上。","Tarrou drank, then slowly lowered his head on to the pillow."
"“这是个漫长的过程。”他喃喃地说。","“It’s a long business,” he murmured."
"里厄抓住他的手臂，但塔鲁已经转过头去，没作任何反应。突然，高烧像身体内决堤的潮水一样再次向塔鲁袭来，烧红了他的脸颊和前额。塔鲁的目光转向了医生，而医生这时正再次俯下身，用带着关切的鼓励神情看着他。塔鲁想给医生一个笑脸，但他那紧闭的牙关以及糊着一层白沫的嘴唇使他无法如愿。在他那僵硬的脸上，只有那双眼睛依然炯炯有神，闪烁着勇敢的光芒。","Rieux clasped his arm, but Tarrou, whose head was averted, showed no reaction.Then suddenly, as if some inner dike had given way without warning, the fever surged back, dyeing his cheeks and forehead.Tarrou’s eyes came back to the doctor, who, bending again, gave him a look of affectionate encouragement.Tarrou tried to shape a smile, but it could not force its way through the set jaws and lips welded by dry saliva.In the rigid face only the eyes lived still, glowing with courage."
"七点时，里厄老太太回到了病人的卧室。医生到他的诊所打电话给医院，安排别人在那里接替他的工作。他还决定推迟他的门诊时间，接着他在诊所的的沙发上躺了一会儿。五分钟后，他又回到了病人的卧室。塔鲁的脸朝着里厄老太太，而老太太紧靠床坐着，双手并拢放在腿上。在屋内阴暗的灯光下，她看起来只不过是个小黑影罢了。塔鲁聚精会神地看着里厄老太太，于是老太太把一根手指头放到自己的嘴唇上示意，并站起身来关掉了那盏床头灯。但窗帘后的光线渐渐变强，一会儿病人的脸就变得清晰可见了，里厄老太太发现他的目光依然聚在她身上。她俯下身子，将他的枕头弄平，又直起身子，把手放在他潮湿而杂乱的头发上，停留了一会儿。这时，她听到一声低沉的声音说“谢谢”，仿佛从远方传来，还对她说现在一切都很好。等她重新坐下时，塔鲁已闭上了眼睛，尽管他的嘴巴紧闭着，但他那衰弱的脸上似乎隐隐洋溢着一丝笑容。","At seven Mme Rieux returned to the bedroom.The doctor went to the surgery to ring up the hospital and arrange for a substitute.He also decided to postpone his consultations; then lay down for some moments on the surgery couch.Five minutes later he went back to the bedroom.Tarrou’s face was turned toward Mme Rieux, who was sitting close beside the bed, her hands folded on her lap; in the dim light of the room she seemed no more than a darker patch of shadow.Tarrou was gazing at her so intently that, putting a finger to her lips, Mme Rieux rose and switched off the bedside lamp.Behind the curtains the light was growing, and presently, when the sick man’s face grew visible, Mme Ricux could see his eyes still intent on her.Bending above the bed, she smoothed out the bolster and, as she straightened up, laid her hand for a moment on his moist, tangled hair.Then she heard a muffled voice, which seemed to come from very far away, murmur: “Thank you,” and that all was well now.By the time she was back in her chair Tarrou had shut his eyes, and, despite the sealed mouth, a faint smile seemed to hover on the wasted face."
"到了中午，高烧达到了顶点。一阵发自体内深处的咳嗽折磨着病人的身体，而且他现在开始吐起血来。他的淋巴结已停止肿胀，但仍未消退，硬得像嵌在关节上的螺丝帽。里厄认为要切开这些淋巴结已是不可能了。在一阵阵高烧和咳嗽发作间隙，塔鲁依然时不时地看看他的两位朋友。但不久之后，他睁开眼睛的次数变得越来越少了，而在发作间歇他那受尽蹂躏的脸上所呈现出的光芒也变得越来越弱了。这场发作就像是暴风雨，使他的身体不断抽搐。他在这场猛烈的暴风雨中随波逐流，越来越虚弱，最后被完全抛弃了。现在，里厄的眼前只是一张面具似的脸庞，毫无生气，笑容也永远消逝了。他朋友的人类之躯被瘟神的长矛刺得遍体鳞伤，被灼热的魔火烧得体无完肤，被这从天而降的狂暴的妖风吹得扭曲变形，而他只能眼睁睁地看着塔鲁淹没在鼠疫黑色的洪水之中，却无力帮他免于遇难。　他只好无可奈何地站在岸上，空着双手，心如刀绞，在灾难发生时又一次没有武器，孤独无助。就这样，等到最后一刻到来时，无能为力的泪水已经模糊了里厄的视线。他没有看见塔鲁猛地一翻身，面朝着墙低沉地呻吟了一声，像是他体内的某个地方有一根主弦绷断了似的，就这样断了气。第二天晚上再没有了战斗，而是万籁俱静。在这间安静的停尸房里，在这具已经穿好日常衣着的尸体旁，里厄又一次感觉到这里笼罩着一种自然的宁静——许多天以前的一个夜晚，在城门口发生短暂冲突之后，他坐在高高凌驾于鼠疫之上的那个露台上，也曾感觉到这种气氛。那时侯，他就想起了病人死去时病床上空笼罩着的这种宁静的气氛。就像现在一样，这是种庄严的间歇，这是种战斗过后的间歇，这是一种战败之后的沉寂。但现在笼罩在他已逝朋友周围的宁静的气氛是那么浓郁，这与大街上以及这座最终摆脱了鼠疫的城市夜间的宁静气氛非常相似，这也使得里厄非常清楚，这是最后的一次失败，它是结束战争的最后一场惨烈的战役，它自己终结了自己，这场大病无药可救。医生无法知道塔鲁是否找到了安宁，但现在一切都结束了。对他而言，他就像是个失去了儿子的母亲，或是个埋葬了朋友的男子一样，再也不可能拥有内心的安宁了。","At noon the fever reached its climax.A visceral cough racked the sick man’s body and he now was spitting blood.The ganglia had ceased swelling, but they were still there, like lumps of iron embedded in the joints.Rieux decided that lancing them was impracticable.Now and then, in the intervals between bouts of fever and coughing fits, Tarrou still gazed at his friends.But soon his eyes opened less and less often and the glow that shone out from the ravaged face in the brief moments of recognition grew steadily fainter.The storm, lashing his body into convulsive movement, lit it up with ever rarer flashes, and in the heart of the tempest he was slowly drifting, derelict.And now Rieux had before him only a masklike face, inert, from which the smile had gone forever.This human form, his friend’s, lacerated by the spear-thrusts of the plague, consumed by searing, superhuman fires, buffeted by all the raging winds of heaven, was foundering under his eyes in the dark flood of the pestilence, and he could do nothing to avert the wreck.He could only stand, unavailing, on the shore, empty-handed and sick at heart, unarmed and helpless yet again under the onset of calamity.And thus, when the end came, the tears that blinded Rieux’s eyes were tears of impotence; and he did not see Tarrou roll over, face to the wall, and die with a short, hollow groan as if somewhere within him an essential chord had snapped.The next night was not one of struggle but of silence.In the tranquil death-chamber, beside the dead body now in everyday clothing—here, too, Rieux felt it brooding, that elemental peace which, when he was sitting many nights before on the terrace high above the plague, had followed the brief foray at the gates.Then, already, it had brought to his mind the silence brooding over the beds in which he had let men die.There as here it was the same solemn pause, the lull that follows battle; it was the silence of defeat.But the silence now enveloping his dead friend, so dense, so much akin to the nocturnal silence of the streets and of the town set free at last, made Rieux cruelly aware that this defeat was final, the last disastrous battle that ends a war and makes peace itself; an ill beyond all remedy.The doctor could not tell if Tarrou had found peace, now that all was over, but for himself he had a feeling that no peace was possible to him henceforth, any more than there can be an armistice for a mother bereaved of her son or for a man who buries his friend."
"又是一个寒冷的夜晚，明朗而凄冷的天空中寒星闪烁。在昏暗的屋子里，他们感到一阵寒气正透过玻璃窗向他们袭来，他们也听到寒夜悠长而清亮的叹息声。里厄老太太以她常有的姿势坐在床边，床头灯照亮了她的右侧。在屋子中央，灯光照不到的地方，里厄静静地坐在那里。他时不时想起他的妻子，但每次他都尽力抛开这种想法。","The night was cold again, with frosty stars sparkling in a clear, wintry sky.And in the dimly lit room they felt the cold pressing itself to the windowpanes and heard the long, silvery suspiration of a polar night.Mme Rieux sat near the bed in her usual attitude, her right side lit up by the bedside lamp.In the center of the room, outside the little zone of light, Rieux sat, waiting.Now and then thoughts of his wife waylaid him, but he brushed them aside each time."
"夜幕降临时，寒冷的空气中，行人走路时鞋跟发出轻快的咯噔声。","When the night began, the heels of passers-by had rung briskly in the frozen air."
"“你已经安排好一切了吗？”里厄老太太问。","“Have you attended to everything?” Mme Rieux had asked."
"“是的，我已打过电话了。”","“Yes, I’ve telephoned.”"
"接着，他们又重新开始默默地守灵。里厄老太太不时地看看她的儿子，每当母子俩目光交汇时，里厄总是微微一笑。屋外大街上那些夜间熟悉的声音打破了夜的沉寂。尽管城里还没有正式批准车辆通行，但许多车辆都在马路上重新行驶起来。它们在路面上加速飞驰而过，车胎和人行道摩擦着发出一阵长长的嘶嘶声，然后倒车，返回。说话声，远处的呼唤声，随后又一切归于沉寂，接着又传来马蹄声，电车转弯时的吱嘎声，隐约的嘈杂声——然后又是轻轻的晚风声。","Then they had resumed their silent vigil.From time to time Mme Rieux stole a glance at her son, and whenever he caught her doing this, he smiled.Out in the street the usual night-time sounds bridged the long silences.A good many cars were on the road again, though officially this was not yet permitted; they sped past with a long hiss of tires on the pavement, receded, and returned.Voices, distant calls, silence again, a clatter of horse hoofs, the squeal of streetcars rounding a curve, vague murmurs—then once more the quiet breathing of the night."
"“伯纳德？”","“Bernard?”"
"“嗯？”","“Yes?”"
"“你不累吧？”","“Not too tired?”"
"“不累。”","“No.”"
"他知道他母亲这时在想什么，他知道她爱他。但他也知道，爱一个人并没有什么了不起的，又或者可以说，爱的强烈是永远无法找到合适的语言予以表达的。因此，他和他母亲会永远默默地爱着对方。有一天，她——或是他——终会死去，而在他们的一生中，他们从来没有向对方说出自己的爱。同样，他曾和塔鲁一起生活过，而今晚塔鲁已经走了，但他们也没能在生活中尽享两人之间的友情。正像塔鲁自己所说的那样，他已经“输了”。但是他，里厄，又赢得了什么呢？他赢得的东西不过是这样一种经历：他懂得了鼠疫，它变成了回忆；懂得了友情，它也变成了回忆；也懂得了爱，而它注定也将成为回忆。因此，在鼠疫和生命的斗争中，人所能赢得的所有东西就是知识和回忆。也许，塔鲁会把这称作是“赢了”。又有一辆车驶过，里厄老太太稍稍动了动。里厄朝她微微一笑。她对他说她不累，但马上又说：","At that moment he knew what his mother was thinking, and that she loved him.But he knew, too, that to love someone means relatively little; or, rather, that love is never strong enough to find the words befitting it.Thus he and his mother would always love each other silently.And one day she—or he—would die, without ever, all their lives long, having gone farther than this by way of making their affection known.Thus, too, he had lived at Tarrou’s side, and Tarrou had died this evening without their friendship’s having had time to enter fully into the life of either.Tarrou had “lost the match,” as he put it.But what had he, Rieux, won?No more than the experience of having known plague and remembering it, of having known friendship and remembering it, of knowing affection and being destined one day to remember it.So all a man could win in the conflict between plague and life was knowledge and memories.But Tarrou, perhaps, would have called that winning the match.Another car passed, and Mme Rieux stirred slightly.Rieux smiled toward her.She assured him she wasn’t tired and immediately added: "
"“你该到山区那边去好好休息一段时间。”","“You must go and have a good long rest in the mountains, over there.”"
"“好的，妈妈。”","“Yes, Mother.”"
